id,currency,date,open,high,low,close,active
2490,CUP,1998-10-22,12056,15893,7618,9232,True
2491,GYD,2011-08-22,9436,3701,20049,8910,True
2492,CZK,2020-06-30,12907,4004,12666,1803,True
2493,MXN,1989-09-12,17109,20354,22378,15601,True
2494,CUP,2004-05-08,4623,2658,3341,20043,True
2495,GYD,1989-07-13,13099,6068,15713,11926,True
2496,CUP,2000-11-01,13443,15079,20809,20308,True
2497,NGN,1994-04-11,16816,16382,4380,21293,False
2498,SGD,2015-03-06,1221,7149,7886,9908,True
2499,MKD,1999-01-02,12353,7677,3578,5773,True
2500,ILS,2012-11-14,13888,7258,23148,12488,True
2501,MMK,1999-05-06,814,6453,18962,13021,False
2502,HUF,2012-01-04,6820,18136,181,14885,False
2503,DZD,1983-10-12,17510,23439,13402,1466,True
2504,AED,1972-12-29,14078,9462,14458,22669,True
2505,JMD,2005-08-16,10919,12718,19159,7568,True
2506,PLN,2001-01-31,14855,18725,6101,2553,False
2507,AED,1993-06-11,5253,21442,5023,18216,True
2508,RSD,1987-03-14,23770,21685,16000,13881,False
2509,STD,1987-04-14,20314,17522,15650,11491,True
2510,MGA,1972-11-13,15546,1718,22990,20962,False
2511,RWF,1974-05-10,10169,7694,11927,15555,False
2512,EUR,1971-02-14,16302,7146,2610,23423,True
2513,VND,2004-06-13,985,8324,566,19386,True
2514,CLP,1975-11-16,19845,15738,18984,17946,True
2515,ZAR,2008-03-10,7242,21603,3811,1206,False
2516,MMK,1979-09-18,5790,3790,7989,16561,True
2517,CVE,2010-11-16,12119,21271,7747,13804,True
2518,EGP,2014-10-11,5069,12186,214,12309,False
2519,LKR,2009-02-20,4495,22879,14314,23760,True
2520,QAR,1979-09-30,9854,1515,12745,12672,False
2521,BHD,1970-03-02,18787,23893,4147,7763,True
2522,MUR,2006-04-18,11971,20110,23490,2817,True
2523,JMD,2005-01-21,799,17003,23424,13271,True
2524,MOP,1976-06-12,23934,1995,18511,2284,True
2525,XOF,1999-06-14,9641,19514,254,11649,False
2526,JMD,1996-02-20,9913,5043,22841,17321,False
2527,ISK,2004-06-25,19908,5056,23981,9760,True
2528,KWD,2019-11-17,9102,7528,14914,6172,False
2529,ANG,1998-07-27,4341,16906,20146,1615,False
2530,BBD,1972-09-18,12872,14163,4104,985,False
2531,SGD,1972-03-25,22504,1753,5134,16475,False
2532,FKP,1972-02-09,7138,5749,16762,4237,True
2533,AED,2012-04-11,14888,495,17374,4516,True
2534,GNF,1981-10-05,20311,3378,19451,5323,True
2535,KGS,2020-09-11,5601,6402,20718,9076,True
2536,SVC,1971-02-04,17699,13041,2111,10421,False
2537,IDR,1980-10-13,10429,13384,16089,15046,True
2538,KES,1988-12-17,837,13090,8775,12431,True
2539,IMP,1970-08-15,20300,19259,15621,12172,False
2540,KWD,1982-06-23,13674,22295,1340,9806,True
2541,IDR,1975-11-22,15386,19532,17468,4024,True
2542,BMD,2005-01-29,5088,11931,23756,22378,False
2543,EUR,2007-10-09,4649,13798,23038,10733,True
2544,OMR,1983-07-06,22439,22910,13045,3661,True
2545,KPW,1975-11-17,11975,19267,6539,6576,True
2546,KES,1980-12-13,22218,21060,22499,19047,True
2547,GBP,1984-10-14,15694,22473,7828,20770,True
2548,UZS,2017-09-09,2962,4955,6039,11682,False
2549,DJF,1987-04-21,678,21566,1551,2845,True
2550,CDF,1981-09-19,10468,20458,21987,6723,True
2551,NIO,2009-12-07,16479,11013,8436,4543,True
2552,AUD,2004-07-22,1636,19897,9631,5320,True
2553,ARS,2008-08-14,792,5484,3027,21862,False
2554,KMF,1991-05-27,20248,22305,7811,12227,True
2555,ZWD,1977-04-07,5468,2389,5456,9893,True
2556,ZWD,1999-04-07,23594,10522,8773,20921,True
2557,MMK,1981-09-15,5528,11555,267,13956,True
2558,HNL,2003-07-17,23092,4561,8148,11547,True
2559,OMR,2015-11-13,13578,3990,1843,3806,True
2560,PEN,1970-10-17,7033,11411,17735,278,True
2561,HTG,2006-05-10,21245,12580,4861,7949,False
2562,KRW,2014-09-07,13456,18110,3585,9495,False
2563,QAR,1972-09-26,3933,23330,16967,3777,False
2564,THB,1980-08-24,6402,1766,8336,1329,True
2565,AFN,2000-02-25,9317,18564,9245,20208,False
2566,GHS,1972-12-16,13994,186,2588,9935,False
2567,GIP,2003-08-13,15490,23766,16384,2693,False
2568,BBD,1992-12-08,7973,947,7636,22343,False
2569,IMP,1970-09-06,6041,19920,20775,4603,True
2570,BWP,1995-06-06,18399,19026,16239,9832,True
2571,KHR,1995-02-19,16460,1261,15061,19535,True
2572,LKR,2019-08-17,19687,2752,5776,17548,False
2573,LAK,1972-10-14,19036,3997,23261,12177,False
2574,PGK,1984-06-15,13631,17517,204,21273,False
2575,SZL,2014-07-01,22108,4873,5212,2728,True
2576,JEP,2020-09-02,12242,9189,21838,15017,True
2577,HTG,1981-11-22,15326,8212,8579,13975,True
2578,MUR,1982-03-18,11557,10544,19466,5683,True
2579,UZS,2000-11-01,16409,19635,6553,12328,True
2580,USD,1970-10-10,6612,9378,555,20390,True
2581,LTL,2009-05-21,7581,13126,14401,20566,True
2582,DOP,2017-12-04,15893,12121,20039,22075,True
2583,LAK,2000-10-17,2799,8516,7549,18504,True
2584,CAD,1994-05-28,12896,15676,18328,13759,False
2585,FJD,1972-09-18,10126,20735,11714,22515,False
2586,BRL,1977-01-24,23484,16792,15712,16666,False
2587,YER,1978-01-30,22520,12367,4666,15769,True
2588,SEK,1989-09-18,6910,5387,504,3082,False
2589,CLP,2020-08-01,9707,4553,17385,12727,False
2590,SAR,2015-11-02,6439,13802,8573,7004,False
2591,BSD,2019-12-30,12360,18688,4695,18006,True
2592,JMD,1996-02-09,13632,13757,2365,1503,True
2593,NIS,2002-03-28,19181,18245,21918,2708,False
2594,BTN,2003-07-01,14579,2754,1043,7347,True
2595,MZN,2021-06-10,1016,3342,23894,5623,False
2596,RON,1987-04-09,13155,4907,18528,8974,True
2597,CDF,1997-08-27,5128,4611,12612,23221,True
2598,MWK,1991-08-06,8588,19590,5797,16083,False
2599,KGS,2019-01-17,6798,244,19580,21480,True
2600,TND,1985-07-09,2777,4057,14103,23481,True
2601,DJF,1983-08-26,2172,7667,6025,7651,True
2602,XAF,1999-05-28,21990,1668,17217,16108,True
2603,KRW,2007-11-21,10396,6995,21521,11567,False
2604,MXN,1974-06-15,4935,3504,2903,15695,True
2605,TWD,1975-07-23,4916,15752,4312,14723,True
2606,CHF,2007-08-17,10508,18213,18074,7980,True
2607,PEN,2021-07-31,3861,271,19550,16365,True
2608,GYD,2009-07-28,20274,4095,19556,16428,True
2609,IRR,2008-11-30,23039,19322,20665,836,False
2610,SHP,2001-04-25,4367,15727,23815,11110,True
2611,BMD,2003-07-20,10667,1796,9006,18127,True
2612,SYP,1980-01-24,483,7353,21782,12332,False
2613,SDG,1987-09-29,2890,23606,21014,16777,True
2614,COP,1988-10-14,14198,13600,8113,2493,False
2615,TRY,1996-12-29,19474,11557,23833,18812,False
2616,ARS,1995-09-13,21495,10599,17511,9816,True
2617,DOP,2000-07-06,1463,15336,1676,12657,False
2618,MUR,1987-04-18,15688,7462,4875,14315,True
2619,IDR,2022-08-02,3520,12690,20409,6630,False
2620,PHP,1995-01-02,14210,3565,5757,1681,True
2621,NIS,1995-06-20,4080,18584,1353,5745,True
2622,BZD,1991-07-04,17708,14291,15301,23030,True
2623,JEP,2004-08-30,3209,16956,665,17026,False
2624,CAD,1986-12-01,13546,22545,4391,4300,True
2625,UGX,2007-12-15,14787,12851,22707,17397,False
2626,NIS,1975-05-15,818,23034,13865,19372,False
2627,BBD,2007-02-09,10879,6567,21844,8873,True
2628,KZT,2014-05-06,3126,22288,12142,13349,True
2629,SHP,2006-09-15,5739,18105,10418,19130,True
2630,LKR,1988-05-28,21078,15559,20069,10899,False
2631,SPL,2017-10-29,14984,8546,5484,20349,True
2632,CVE,1993-11-12,3516,13253,18108,10103,True
2633,CNY,1990-03-06,22626,21680,10382,21875,False
2634,CHF,1996-07-08,14712,13617,5152,23720,True
2635,NPR,1971-02-04,18285,12737,3153,14153,True
2636,KMF,1989-05-21,9977,11258,4321,23857,True
2637,ALL,2007-04-07,8367,13767,19943,12561,True
2638,SPL,1992-06-16,18883,11636,17345,19628,False
2639,DZD,2018-06-15,19524,4351,15426,13419,True
2640,MUR,1992-11-20,16737,12548,1147,10117,False
2641,NIS,1986-12-13,9994,18200,19456,12253,True
2642,JPY,1996-07-17,9624,7589,23571,10634,False
2643,UAH,1987-02-16,1137,21905,8188,3161,True
2644,CUP,1974-05-22,13037,11353,16881,10299,False
2645,JMD,2001-04-11,1852,19633,8722,10528,True
2646,AMD,1997-06-15,3171,22569,561,18488,True
2647,MRO,1987-07-15,20391,19464,16235,7329,False
2648,CDF,2005-06-21,22176,6544,114,23053,False
2649,CLP,2003-04-08,9882,8786,8539,8410,True
2650,HNL,2000-12-14,12748,380,13653,16873,True
2651,RWF,2011-05-22,21380,1327,20778,7256,True
2652,AOA,1974-02-22,22291,11604,7315,22665,False
2653,PLN,1978-01-27,22129,13699,16406,23700,True
2654,AOA,2007-11-18,22916,5123,1925,21051,True
2655,JEP,2015-06-21,19492,18636,12149,21065,False
2656,UZS,2013-12-08,23213,9335,12362,17475,False
2657,MXN,2000-05-18,18795,1530,7411,7644,False
2658,BWP,1972-07-06,13414,18307,12746,7751,True
2659,COP,1984-07-25,5230,6506,6842,15916,False
2660,EUR,2007-10-23,9152,11833,16469,8706,False
2661,YER,2011-02-25,19438,1290,14852,18829,False
2662,LBP,2014-05-30,13068,22361,17365,6233,True
2663,NAD,2004-07-13,9592,15166,1225,21559,False
2664,BND,1993-01-28,14196,20046,1133,18706,False
2665,GMD,2001-01-27,5267,19943,3299,5242,False
2666,MAD,1972-06-15,6761,21363,4316,7766,True
2667,LRD,2010-10-22,13598,18001,10606,23528,True
2668,GHS,1972-06-06,10471,22713,22728,6632,True
2669,XDR,1989-10-10,9487,18994,9784,8389,False
2670,BAM,1987-03-01,16586,2937,3933,18940,False
2671,GTQ,1970-10-17,8383,2672,21520,21119,True
2672,BAM,2013-08-31,16390,20759,1612,882,True
2673,XPF,1995-05-04,22564,19669,2626,14484,True
2674,CHF,2002-02-12,19797,6912,16362,23356,False
2675,MAD,1976-02-04,6146,4907,5464,1182,False
2676,GGP,1987-04-12,22248,15529,12784,16617,True
2677,HNL,1997-06-06,13763,7218,14779,5958,True
2678,ZMW,1995-06-16,7552,12338,18597,23158,True
2679,TWD,1995-08-04,4231,5487,1624,9577,False
2680,SHP,1990-12-31,796,7546,10479,20304,False
2681,VUV,1999-09-12,19505,19125,3215,20002,True
2682,MZN,2008-11-16,877,19130,14400,12333,True
2683,GNF,2020-03-16,11344,7039,19847,17917,True
2684,ZAR,1996-09-14,15826,15983,2142,20147,False
2685,RUB,2005-05-27,5402,2662,15623,20074,True
2686,MKD,1999-12-02,16799,8645,10883,6103,False
2687,LTL,1999-11-24,20901,8803,20378,326,False
2688,LYD,2011-11-12,4728,14417,5453,988,False
2689,LRD,2021-08-06,20095,7216,1751,23471,True
2690,GYD,1972-01-24,3273,23584,23444,3178,True
2691,KHR,2023-02-22,13022,10622,12204,6829,False
2692,KRW,2002-10-21,17314,20072,14866,12411,False
2693,ETB,2015-11-10,19321,8006,18364,21156,True
2694,LSL,1972-07-22,16960,9019,20609,2525,True
2695,SLL,2002-03-06,23193,8797,15494,13083,True
2696,BIF,2007-09-10,9020,13412,5491,21995,True
2697,SHP,1984-01-05,3282,21060,7662,8032,False
2698,MZN,2003-10-29,2144,7037,22380,8251,False
2699,ALL,1995-10-28,22398,15232,23683,2768,False
2700,PHP,1997-10-24,3605,23144,19982,12939,True
2701,DJF,2004-01-28,17944,23531,3189,2751,False
2702,MAD,1988-10-17,23376,17209,9474,13051,True
2703,XCD,1985-05-13,14990,6183,13930,21003,False
2704,PLN,1972-12-21,753,9937,15195,8359,True
2705,VUV,2006-03-13,7770,10742,4314,22174,False
2706,JOD,1980-10-01,1897,22506,9908,8292,False
2707,STD,1989-05-15,2208,831,16378,14375,False
2708,HTG,2002-04-29,21742,20227,8265,12927,True
2709,LRD,2013-11-21,14287,16871,950,14663,True
2710,YER,2006-03-12,1534,9046,18844,14922,False
2711,STD,1981-04-05,18739,10392,19701,18413,True
2712,KPW,1976-03-12,6486,21143,22707,9531,True
2713,LRD,2003-10-03,23373,16595,9929,3981,False
2714,MKD,1986-05-09,13858,10239,19593,11948,True
2715,COP,1985-02-26,2644,11309,4942,23846,True
2716,GEL,2010-05-23,14527,9035,4902,2027,True
2717,RUB,2016-08-26,10424,9353,14861,19440,True
2718,VUV,2003-01-07,10590,5450,1410,18717,True
2719,LRD,1973-02-04,5940,2840,20673,15386,False
2720,XOF,2018-08-10,13318,9129,23744,19881,True
2721,TRY,1978-01-04,15425,10918,1576,23059,True
2722,SZL,2021-10-14,12092,19919,23331,10278,True
2723,IMP,1977-04-01,16769,22568,20436,15195,False
2724,ARS,2001-01-11,17605,19472,1391,17727,True
2725,KZT,1973-04-26,7552,16353,9461,7174,False
2726,BHD,2022-09-15,6396,13557,7449,20955,False
2727,AOA,2010-05-16,14141,9184,1559,5055,True
2728,AFN,2014-05-19,17017,13207,9841,7482,True
2729,NPR,1971-08-26,21799,18110,4777,8653,False
2730,SLL,2021-03-17,8139,19482,6254,1573,False
2731,LYD,2021-06-21,5590,5239,8691,6692,False
2732,PHP,1992-06-18,7251,4531,6169,9190,True
2733,LAK,1980-07-29,10542,11533,6792,20693,True
2734,ZWD,2017-02-25,21190,685,4183,9892,False
2735,ETB,1987-09-20,4447,9717,15318,8042,True
2736,RWF,1995-10-23,22911,14739,19447,17821,True
2737,NIO,2015-01-02,17612,12953,12094,15813,True
2738,FJD,1986-02-10,12227,2156,4923,22901,True
2739,AFN,1976-11-25,22829,4598,9419,15905,True
2740,BGN,1981-11-14,14970,15544,7279,16413,True
2741,ETB,1984-04-13,3927,12274,21986,10633,False
2742,SZL,1982-01-23,21452,3825,19918,4664,True
2743,BOB,1995-04-03,20909,16136,20705,11602,False
2744,NIS,2015-07-21,19323,6932,6701,23508,True
2745,ILS,2020-03-14,18225,19613,17054,23130,True
2746,GEL,1975-07-19,14249,4131,12790,10690,True
2747,JMD,1979-05-05,16783,5991,14486,1659,True
2748,COP,1994-01-10,13892,19481,72,6705,True
2749,USD,1997-01-22,12734,11460,16628,1382,False
2750,IRR,2009-08-01,12914,20151,11519,5200,False
2751,BGN,1986-03-20,9136,1705,15329,5282,False
2752,GNF,2016-02-21,13649,8766,1017,11969,True
2753,CZK,1991-06-07,9777,15139,17390,2342,True
2754,GNF,1970-04-03,2191,6656,8501,19969,False
2755,CUC,2015-09-09,20297,23929,6755,4123,True
2756,UYU,1985-05-31,15340,9240,6472,5316,True
2757,YER,1989-09-30,14335,12263,20375,19884,False
2758,KZT,1970-01-29,3294,10374,11579,207,True
2759,EGP,1990-10-18,12337,1323,933,19165,False
2760,MUR,1988-05-18,117,20423,19408,6387,False
2761,TVD,1992-03-24,23378,8237,13769,13624,False
2762,BHD,1975-07-21,11160,6425,15581,8504,True
2763,MAD,2004-07-07,15013,23433,16395,12317,True
2764,NZD,2001-08-29,8213,8295,16365,4898,False
2765,UZS,1971-08-08,17560,18858,16573,10069,False
2766,KGS,2004-03-31,13609,19423,15620,21340,True
2767,KGS,2005-01-06,12877,2439,3583,17543,True
2768,SAR,2019-10-12,6649,2135,10727,5084,True
2769,NZD,1974-03-31,5189,11542,14050,6571,False
2770,TWD,1975-09-12,3319,4327,476,16678,True
2771,NOK,2018-10-12,2850,1227,20588,3279,True
2772,XDR,2017-09-10,6124,15684,10174,144,True
2773,HKD,1985-12-15,509,8506,14470,126,True
2774,SDG,2000-06-15,6773,11447,19763,17991,True
2775,IQD,1995-11-27,7057,14307,13053,17465,True
2776,ERN,1984-07-29,23517,766,23233,8385,True
2777,SRD,2013-11-30,3393,9548,23690,12792,False
2778,ZWD,2003-07-08,9484,21457,5074,8656,False
2779,SPL,1976-05-23,4115,6901,23077,5911,True
2780,BWP,2012-03-18,20458,3416,1616,18352,True
2781,MDL,1992-09-19,5439,21884,6782,10137,True
2782,PKR,2007-01-28,20647,17759,5399,13181,True
2783,CUP,2016-08-06,6142,19246,8941,19659,True
2784,HKD,1992-04-04,14167,14927,11444,18376,True
2785,ISK,2016-01-05,14747,9293,3935,13863,True
2786,SDG,1978-06-05,10334,21382,14001,2211,True
2787,RSD,1973-02-10,18177,1418,12496,8,True
2788,VUV,2017-04-30,6595,21111,22144,3471,False
2789,NIO,2011-03-13,20628,2660,9500,14642,True
2790,AMD,1975-04-19,13497,18151,10387,18683,True
2791,GTQ,1980-04-14,5792,1475,8167,1367,True
2792,FJD,1977-08-31,8373,2421,5594,8090,True
2793,KZT,1973-01-07,18774,12108,2249,3855,True
2794,RUB,1986-04-18,5020,12396,18201,6578,False
2795,TND,1987-01-03,3361,18519,11659,10496,True
2796,MZN,2003-09-06,3051,19176,11641,2017,True
2797,IRR,2000-12-05,13203,7695,14865,16046,True
2798,PKR,1987-11-22,14288,15437,22334,15813,False
2799,QAR,1976-02-09,4299,1067,13765,13929,True
2800,BAM,1970-09-18,1345,19043,22460,21173,True
2801,PAB,1974-02-24,11848,10131,14295,16373,True
2802,LAK,1971-10-09,21056,1072,13463,4245,True
2803,GBP,2008-01-28,2318,6583,1921,21794,True
2804,XOF,2000-04-05,758,14796,1226,10517,False
2805,BIF,1970-12-03,18708,19879,10774,20874,True
2806,PEN,2021-10-20,8494,23919,2912,18421,False
2807,MVR,1978-11-10,21771,10843,13563,187,False
2808,ALL,1974-05-26,7436,11435,7479,19975,True
2809,CLP,1980-08-26,9617,14757,5866,6639,False
2810,MVR,1990-12-31,7970,23688,3207,21007,False
2811,RUB,1976-12-16,2407,21546,9089,7551,True
2812,TWD,1992-03-15,6079,12120,10326,187,False
2813,SEK,2020-02-24,4335,1050,18766,13237,False
2814,IQD,1999-02-14,17416,16887,20898,16362,False
2815,BZD,2021-02-11,13985,23044,22059,7966,True
2816,BBD,1996-03-17,8960,11068,22735,16222,False
2817,CAD,1995-05-23,20550,15579,22125,10820,True
2818,IQD,2020-06-29,9432,12184,21836,19712,False
2819,MGA,2004-10-09,5744,19963,21389,314,True
2820,PLN,1970-06-04,4249,11745,8975,961,False
2821,ZMW,1979-07-01,10585,3248,9302,14034,True
2822,INR,2015-01-29,4487,11156,13097,9790,False
2823,CAD,1990-10-07,22581,2208,5045,22412,True
2824,CDF,1990-04-17,16280,16413,22258,10230,False
2825,MGA,2021-03-01,15559,20821,16324,18541,True
2826,MAD,1975-05-14,18063,11980,6885,3785,True
2827,GGP,1988-11-24,21893,428,1666,11898,True
2828,BGN,1989-07-07,9701,20419,14429,16054,True
2829,SRD,1978-04-07,6317,21429,1113,5921,False
2830,ANG,1997-11-20,16771,1558,23254,22064,False
2831,PGK,2008-07-21,11855,20023,19009,4867,True
2832,BAM,1971-07-12,11216,10929,21293,7438,False
2833,PGK,2013-05-19,5197,991,14764,11093,True
2834,BZD,2006-03-27,4203,16684,4415,8524,False
2835,MOP,1977-05-20,14774,11165,17242,10499,False
2836,JMD,1990-03-08,15767,13874,4871,3482,True
2837,BAM,2008-10-03,15799,20747,16170,10020,True
2838,CLP,2010-11-01,20789,4380,11375,8618,True
2839,TWD,2008-02-08,5480,1114,6341,4782,True
2840,BSD,2009-03-10,12755,18581,35,14666,True
2841,HKD,1970-01-29,1528,18230,12422,4004,True
2842,MWK,1997-03-16,22097,21892,8997,9508,True
2843,LRD,1983-01-27,19649,6185,15960,2144,True
2844,KRW,2022-05-14,11348,19931,4730,3233,True
2845,DKK,1976-08-14,2316,17608,1242,4097,True
2846,TRY,2021-04-18,17756,12287,6845,106,False
2847,ZAR,1979-07-21,7956,22753,15736,14406,False
2848,KPW,2004-08-28,22097,23532,16372,23064,True
2849,UAH,1996-02-16,1911,5142,7529,22535,True
2850,RSD,2021-03-19,5462,17664,2707,18563,False
2851,EGP,1986-03-03,10826,21640,2248,15571,False
2852,JMD,1999-08-22,18698,15344,8535,2345,True
2853,ARS,2022-04-05,5169,5592,9031,13569,True
2854,GEL,1985-11-26,16643,13106,21517,8368,True
2855,CVE,2002-07-21,16182,1940,14742,654,False
2856,TMT,2008-10-30,17022,3574,8407,7028,True
2857,MOP,2017-12-04,8090,3857,10189,15813,False
2858,HTG,1992-04-14,14277,14456,12931,23486,False
2859,IRR,1972-05-23,7087,9277,1027,21748,False
2860,XAF,2007-12-29,1336,11472,10370,11557,True
2861,STD,2012-03-26,18997,21255,20633,18989,True
2862,TZS,1970-10-30,7922,19195,16603,5756,False
2863,THB,2014-01-16,1044,5333,5859,23296,True
2864,IDR,2002-09-18,13460,3406,13590,16630,True
2865,RUB,2022-07-06,19494,3777,1702,14100,True
2866,KPW,1988-01-17,3098,2563,13516,10616,True
2867,BHD,1978-03-06,4604,23970,21056,16679,True
2868,DZD,1970-12-31,15501,19291,5673,21999,True
2869,MNT,2023-05-06,5199,2280,2018,14028,True
2870,CVE,1999-09-23,3876,8209,9459,10298,True
2871,TMT,2013-06-09,85,22423,20752,15705,True
2872,MRO,2019-02-15,10334,21849,23516,3232,True
2873,UGX,2013-05-13,13443,13436,8149,3351,True
2874,SDG,1976-02-21,11209,6281,19658,3214,True
2875,LSL,2022-06-10,22507,9819,13354,17030,False
2876,SYP,2004-08-21,19085,22842,18739,17184,True
2877,RON,1998-07-11,8547,7785,7555,16375,True
2878,CDF,1979-07-25,21504,2156,7326,17063,True
2879,ANG,1986-08-13,16800,8408,6212,15106,False
2880,HKD,2023-06-22,10950,12056,246,5422,True
2881,ZAR,2009-10-08,15728,16208,697,22989,True
2882,DKK,2008-08-19,18414,10223,20497,22411,True
2883,GMD,1998-10-09,13750,13643,10544,21257,True
2884,MDL,1979-08-21,21549,15747,16929,2050,True
2885,TWD,2017-08-13,22724,1659,8181,10343,True
2886,XAF,1987-09-09,18848,4409,23608,4560,True
2887,GYD,1971-08-24,13222,15082,3550,15029,True
2888,UZS,1979-07-08,19878,21914,3061,4496,True
2889,TOP,2003-04-12,17766,11884,12077,2172,True
2890,SBD,1978-07-26,10350,14015,14540,3214,True
2891,STD,1980-01-30,15749,20265,11959,2044,False
2892,MWK,2000-06-20,8521,4972,6007,11326,True
2893,DKK,2003-12-26,23283,11657,6867,9898,True
2894,MKD,1989-08-19,14030,1896,4464,6024,False
2895,FKP,2020-03-07,6624,21580,3961,7232,False
2896,SGD,2018-03-26,23347,2724,8968,12144,True
2897,WST,1992-03-30,3430,14573,23382,16282,True
2898,PKR,1990-08-31,10690,19191,11412,12064,False
2899,IMP,2012-11-10,5352,6249,18298,8378,False
2900,NZD,2011-06-25,21078,8943,23170,15317,False
2901,QAR,2020-03-31,13866,22222,5949,8834,True
2902,YER,1982-05-22,20173,6448,2387,7985,True
2903,WST,1990-10-30,18295,172,10443,21015,False
2904,PAB,1980-01-11,22443,1698,23614,19685,True
2905,NAD,1970-02-17,22019,3324,7818,5693,True
2906,COP,2015-12-06,19520,20554,5234,8176,True
2907,OMR,2006-12-06,5096,14631,22926,12724,False
2908,TOP,2009-06-01,21667,15255,2032,4855,False
2909,UZS,1986-10-28,4904,18160,12579,16430,True
2910,MOP,1992-01-04,15061,11232,15625,20294,True
2911,CVE,1994-11-27,2479,3651,19048,21739,True
2912,JPY,1981-10-21,781,3999,3466,13039,True
2913,BOB,1983-08-18,8232,2121,15566,11206,True
2914,ZAR,1987-06-26,1875,18477,18126,11019,True
2915,KMF,1979-05-22,7904,22063,14957,5272,False
2916,MDL,1998-11-29,13780,17805,20083,9615,False
2917,MMK,1993-12-06,12650,6699,13437,19553,True
2918,GNF,1988-05-08,17268,17788,15486,2419,False
2919,VND,1972-01-28,18237,17722,8582,1775,False
2920,AED,2018-10-10,7419,3213,16979,8910,False
2921,GHS,1993-11-08,12169,6199,13828,1730,True
2922,JMD,2013-07-16,1722,2444,15069,23551,True
2923,ZMW,2020-06-11,20958,9757,6784,8833,True
2924,GNF,2009-10-22,17954,12546,16144,22444,False
2925,BZD,2010-02-04,20328,16680,1668,6350,False
2926,TRY,2000-12-22,10134,20241,7591,8257,True
2927,UZS,1997-11-01,1282,12579,15327,12281,False
2928,CAD,1971-05-11,5954,10531,9772,3186,False
2929,JMD,2015-07-01,11293,19609,1440,14830,False
2930,COP,1990-09-04,9524,15420,2706,20051,True
2931,MZN,2003-12-15,372,3269,13688,20433,True
2932,KGS,1999-09-23,18225,12390,20585,23103,False
2933,BTN,1980-08-05,2596,18350,10271,9407,True
2934,NOK,1994-05-12,19406,18845,4574,8336,False
2935,CNY,1982-04-21,22700,23684,6332,19325,True
